x1,y1,vx1,vy1,x2,y2,vx2,vy2,x3,y3,vx3,vy3
0.13726398,-0.029479,0.03805041,-0.02756512,0.00788832,0.00438582,-0.00388883,-0.05686333,-0.08722357,-0.17497677,-0.01248623,0.01987109
0.13726398,-0.029479,0.03805041,-0.02756512,0.00788832,0.00438582,-0.00388883,-0.05686333,-0.08722357,-0.17497677,-0.01248623,0.01987109
0.13726398,-0.029479,0.03805041,-0.02756512,0.00788832,0.00438582,-0.00388883,-0.05686333,-0.08722357,-0.17497677,-0.01248623,0.01987109
0.13726398,-0.029479,0.03805041,-0.02756512,0.00788832,0.00438582,-0.00388883,-0.05686333,-0.08722357,-0.17497677,-0.01248623,0.01987109
0.13726398,-0.029479,0.03805041,-0.02756512,0.00788832,0.00438582,-0.00388883,-0.05686333,-0.08722357,-0.17497677,-0.01248623,0.01987109
0.13726398,-0.029479,0.03805041,-0.02756512,0.00788832,0.00438582,-0.00388883,-0.05686333,-0.08722357,-0.17497677,-0.01248623,0.01987109
0.13726398,-0.029479,0.03805041,-0.02756512,0.00788832,0.00438582,-0.00388883,-0.05686333,-0.08722357,-0.17497677,-0.01248623,0.01987109
0.13726398,-0.029479,0.03805041,-0.02756512,0.00788832,0.00438582,-0.00388883,-0.05686333,-0.08722357,-0.17497677,-0.01248623,0.01987109
0.13726398,-0.029479,0.03805041,-0.02756512,0.00788832,0.00438582,-0.00388883,-0.05686333,-0.08722357,-0.17497677,-0.01248623,0.01987109
0.13726398,-0.029479,0.03805041,-0.02756512,0.00788832,0.00438582,-0.00388883,-0.05686333,-0.08722357,-0.17497677,-0.01248623,0.01987109
0.13726398,-0.029479,0.03805041,-0.02756512,0.00788832,0.00438582,-0.00388883,-0.05686333,-0.08722357,-0.17497677,-0.01248623,0.01987109
0.13726398,-0.029479,0.03805041,-0.02756512,0.00788832,0.00438582,-0.00388883,-0.05686333,-0.08722357,-0.17497677,-0.01248623,0.01987109
0.13726398,-0.029479,0.03805041,-0.02756512,0.00788832,0.00438582,-0.00388883,-0.05686333,-0.08722357,-0.17497677,-0.01248623,0.01987109
0.13726398,-0.029479,0.03805041,-0.02756512,0.00788832,0.00438582,-0.00388883,-0.05686333,-0.08722357,-0.17497677,-0.01248623,0.01987109
0.13726398,-0.029479,0.03805041,-0.02756512,0.00788832,0.00438582,-0.00388883,-0.05686333,-0.08722357,-0.17497677,-0.01248623,0.01987109
0.13726398,-0.029479,0.03805041,-0.02756512,0.00788832,0.00438582,-0.00388883,-0.05686333,-0.08722357,-0.17497677,-0.01248623,0.01987109
0.13726398,-0.029479,0.03805041,-0.02756512,0.00788832,0.00438582,-0.00388883,-0.05686333,-0.08722357,-0.17497677,-0.01248623,0.01987109
0.13726398,-0.029479,0.03805041,-0.02756512,0.00788832,0.00438582,-0.00388883,-0.05686333,-0.08722357,-0.17497677,-0.01248623,0.01987109
0.13726398,-0.029479,0.03805041,-0.02756512,0.00788832,0.00438582,-0.00388883,-0.05686333,-0.08722357,-0.17497677,-0.01248623,0.01987109
0.13726398,-0.029479,0.03805041,-0.02756512,0.00788832,0.00438582,-0.00388883,-0.05686333,-0.08722357,-0.17497677,-0.01248623,0.01987109
0.13726398,-0.029479,0.03805041,-0.02756512,0.00788832,0.00438582,-0.00388883,-0.05686333,-0.08722357,-0.17497677,-0.01248623,0.01987109
0.13726398,-0.029479,0.03805041,-0.02756512,0.00788832,0.00438582,-0.00388883,-0.05686333,-0.08722357,-0.17497677,-0.01248623,0.01987109
0.13726398,-0.029479,0.03805041,-0.02756512,0.00788832,0.00438582,-0.00388883,-0.05686333,-0.08722357,-0.17497677,-0.01248623,0.01987109
0.13726398,-0.029479,0.03805041,-0.02756512,0.00788832,0.00438582,-0.00388883,-0.05686333,-0.08722357,-0.17497677,-0.01248623,0.01987109
0.13726398,-0.029479,0.03805041,-0.02756512,0.00788832,0.00438582,-0.00388883,-0.05686333,-0.08722357,-0.17497677,-0.01248623,0.01987109
0.13726398,-0.029479,0.03805041,-0.02756512,0.00788832,0.00438582,-0.00388883,-0.05686333,-0.08722357,-0.17497677,-0.01248623,0.01987109
0.13726398,-0.029479,0.03805041,-0.02756512,0.00788832,0.00438582,-0.00388883,-0.05686333,-0.08722357,-0.17497677,-0.01248623,0.01987109
0.13726398,-0.029479,0.03805041,-0.02756512,0.00788832,0.00438582,-0.00388883,-0.05686333,-0.08722357,-0.17497677,-0.01248623,0.01987109
0.13726398,-0.029479,0.03805041,-0.02756512,0.00788832,0.00438582,-0.00388883,-0.05686333,-0.08722357,-0.17497677,-0.01248623,0.01987109
0.13726398,-0.029479,0.03805041,-0.02756512,0.00788832,0.00438582,-0.00388883,-0.05686333,-0.08722357,-0.17497677,-0.01248623,0.01987109
0.13726398,-0.029479,0.03805041,-0.02756512,0.00788832,0.00438582,-0.00388883,-0.05686333,-0.08722357,-0.17497677,-0.01248623,0.01987109
0.13726398,-0.029479,0.03805041,-0.02756512,0.00788832,0.00438582,-0.00388883,-0.05686333,-0.08722357,-0.17497677,-0.01248623,0.01987109
0.13726398,-0.029479,0.03805041,-0.02756512,0.00788832,0.00438582,-0.00388883,-0.05686333,-0.08722357,-0.17497677,-0.01248623,0.01987109
0.13726398,-0.029479,0.03805041,-0.02756512,0.00788832,0.00438582,-0.00388883,-0.05686333,-0.08722357,-0.17497677,-0.01248623,0.01987109
0.13726398,-0.029479,0.03805041,-0.02756512,0.00788832,0.00438582,-0.00388883,-0.05686333,-0.08722357,-0.17497677,-0.01248623,0.01987109
